COUPON_ID,IS_COUPON_APPLIED,COUPON_DISCOUNT,COUPON_TYPE
02c8f93e-55af-44b6-85d2-c42168a68797,TRUE,58.50000000,Discount
2ee4d05f-89b8-4ce4-b52d-6537d655bbff,TRUE,125.00000000,Discount
96f65bf5-9ff1-499d-9502-091da6ccf173,TRUE,74.98999786,Discount
d000c38b-93b3-4031-a4d3-f0983573ce58,TRUE,124.98999786,Discount
8ce04dd3-d2d2-463b-bd6d-9bca5eebd1ff,TRUE,90.00000000,Discount
90a719da-32ba-4db8-8dd8-df80977d0274,TRUE,74.98999786,Discount
2dbe194a-12b6-447f-b715-9b8f3669c42a,TRUE,100.00000000,Discount
fa8bc9b3-81ef-4175-935a-aa20d831c803,TRUE,150.00000000,Discount
80948fc4-0bb3-4522-84bf-4fd08fb63692,TRUE,100.00000000,Discount
20bf7bda-8407-4381-86c6-47c6b107b538,TRUE,100.00000000,Discount
47f87852-cded-43ab-afa2-2f39b16d7234,TRUE,65.00000000,Discount
c8e3a894-2329-4446-8ddb-254a4db7d1da,TRUE,96.00000000,Discount
cb69b7a9-c777-488e-9549-16aeb9029459,TRUE,101.40000153,Discount
428288c5-7d67-42ad-ab86-1d9f7647fbf6,TRUE,64.00000000,Discount
1825f05a-527a-4682-9fe5-641a9721d318,TRUE,107.00000000,Discount
a7719115-3593-41fc-9b8d-c9e1e0018b08,TRUE,74.50000000,Discount
87be6a80-2105-4dfe-b8e6-065e116a812c,TRUE,100.00000000,Discount
a5222929-df01-4716-a238-335ccd60631b,TRUE,79.80000305,Discount
e3d43f6b-8ce5-41e4-8333-c8a0896142a0,TRUE,99.98999786,Discount
ed81b025-7172-4511-93f1-cb6aa5881ea4,TRUE,79.19999695,Discount
4fe2c86a-b706-465c-8ff5-feabf2ceb919,TRUE,45.00000000,Discount
7976b4d0-0ab7-4886-a5e4-c6c7c2f88742,TRUE,80.00000000,Discount
64774725-7f2d-47d0-84f6-998e5f4d1a5c,TRUE,119.98999786,Discount
64774725-7f2d-47d0-84f6-998e5f4d1a5c,TRUE,78.00000000,Discount
42899fb1-40fb-4a90-891d-088f7046993e,TRUE,119.98999786,Discount
bf2fac43-c271-4647-8b77-2c11e05327a0,TRUE,95.40000153,Discount
9cfcab2a-51e3-46ea-b201-7bde51fac390,TRUE,96.00000000,Discount
3b8d2f18-c7e9-4243-ae65-c587da59c155,TRUE,96.00000000,Discount
ef76a9e9-932c-444b-a390-6e9157386a61,TRUE,119.98000336,Discount
bf2fac43-c271-4647-8b77-2c11e05327a0,TRUE,119.98999786,Discount
7073d9f3-5c14-4572-a159-7f00e81ae0c2,TRUE,120.00000000,Discount
88c6a65b-1dad-427b-b313-53b0b25654cc,TRUE,99.98999786,Discount
d6457c78-026a-4bf6-be87-cb8069270e1c,TRUE,112.79000092,Discount
b4af3746-a8f5-4926-9a01-e650678619e9,TRUE,150.00000000,
e336738c-d65b-4828-89ec-ad87fc2d4260,TRUE,70.00000000,Discount
cb9c74e8-5753-4c19-a930-db15c71c94f2,TRUE,109.00000000,
4b14a7db-7ab2-4ea0-a3bc-ae1bb7c40c57,TRUE,120.00000000,Discount
f0de3b6e-f8d8-427e-93ce-a655a0724a91,TRUE,70.59999847,Discount
068c1430-ed4f-48bc-8495-302ce9734137,TRUE,112.79000092,Discount
a4e62c4d-7cac-41b0-9e3d-adf94bc3059a,TRUE,80.00000000,Discount
bcf996b9-83c9-4d61-9da6-425b133b0278,TRUE,132.00000000,Discount
9c28829c-77ef-4c5c-8ecb-1c97f3ee07f7,TRUE,80.00000000,Discount
9c28829c-77ef-4c5c-8ecb-1c97f3ee07f7,TRUE,80.00000000,Discount
13bed429-3104-465d-92c4-bbc5a86aecf7,TRUE,84.50000000,Discount
113d7c4a-5591-4e99-8793-d896fc08f273,TRUE,102.00000000,Discount
251ccb1d-a0f2-44a4-b375-6c7b03075ac6,TRUE,100.00000000,Discount
58c16b51-6ce0-48f6-94d9-9ab76549eded,TRUE,108.00000000,Discount
84e61df2-72a2-42ee-a144-332bd961659c,TRUE,59.59999847,Discount
a3f994bb-7a4e-439d-8f86-718f858c00c4,TRUE,59.59999847,Discount
1db0ad3f-7639-4912-843e-7b2a77cd81a4,TRUE,120.00000000,Discount
c48e82a3-2af8-42ff-bfd8-15f67f58d84c,TRUE,102.00000000,Discount
056840bd-628f-4062-b069-4decedec2687,TRUE,119.40000153,Discount
be3f64c7-1892-46b6-a05f-13b4133d2227,TRUE,74.50000000,Discount
8eb75b02-f3fa-41a3-a437-192c619c2648,TRUE,91.48000336,Discount
03fede55-8bf2-40a6-b3f4-44636195d812,TRUE,120.00000000,Discount
5e3f007c-1a75-4c0f-aa3e-e8cdff98db3a,TRUE,80.00000000,Discount
63aed36e-cb9a-49a3-a0e5-f15d610ff8ec,TRUE,50.00000000,Discount
05fdaaa7-a6d1-4d17-9b8b-e7189b9d9ecd,TRUE,100.00000000,Discount
bd030fb4-acca-462f-b330-b1906334602e,TRUE,370.00000000,Discount
d839158b-130e-4535-b225-12c54a315083,TRUE,50.00000000,Discount
dbb4ad8c-5343-4173-97b9-0a133211dd1d,TRUE,99.98999786,Discount
58412b15-008f-499d-a1ee-c7224bf5bf89,TRUE,90.00000000,Discount
5f93954d-adc1-4932-95cb-5e13a70de835,TRUE,99.98000336,Discount
5d88e6c9-afca-4718-9ea7-ef082de572ea,TRUE,119.98999786,Discount
d04e98a1-13bb-4216-8604-b360564f1c10,TRUE,70.00000000,Discount
51e60993-234a-4571-8486-d1650c39cc92,TRUE,100.00000000,Discount
bc51e6a9-dc84-4b94-8d04-11335eed36e9,TRUE,79.98999786,Discount
eddb1c05-cd1f-4621-bec8-a32864129ed0,TRUE,120.00000000,Discount
2161911a-71cf-4497-bc4a-c6630771d0bc,TRUE,125.00000000,Discount
44f16e11-bb76-4fea-8367-752260633fbd,TRUE,49.99000168,Discount
5642189f-172f-4719-b4c3-a91fb3f1b3bf,TRUE,100.00000000,Discount
da94d08d-cec7-4d26-9187-a6081454b9b1,TRUE,60.00000000,Discount
43f159a0-27e4-42fd-8307-0d10f5ee8897,TRUE,107.40000153,Discount
5ecca43e-b3ce-4dcd-ab26-a84a4fc48d84,TRUE,78.00000000,Discount
a59f9be3-74b8-4174-9d9e-f883b3346015,TRUE,119.97000122,Discount
232ed647-827c-4230-985a-9034474168b6,TRUE,37.20000076,Discount
6c7eded9-4121-4862-b35d-0b19baa78dd6,TRUE,119.98999786,Discount
c9a19e4f-af62-439e-9c59-c30793fbc772,TRUE,120.00000000,Discount
af65f3c9-c32c-47ea-800f-20a3130d39d6,TRUE,79.98999786,Discount
a7a2221c-4ba1-4bb1-8ed2-7fc549b61a3e,TRUE,120.00000000,Discount
8096da80-f250-4854-8984-17a86892fe1f,TRUE,59.70000076,Discount
829a6527-a7c8-4f0b-9e91-52198fb555d0,TRUE,42.00000000,Discount
c54bc900-bba0-472a-a90b-b43f20206a10,TRUE,120.00000000,Discount
8096da80-f250-4854-8984-17a86892fe1f,TRUE,75.00000000,Discount
47cb39c9-90dc-4dd5-aafd-62c130d8d95a,TRUE,120.00000000,Discount
b20b7231-5b9b-4b2e-9422-bd88008beb70,TRUE,48.00000000,Discount
cda4c0f4-b9c1-472d-a196-c977726a4943,TRUE,99.98999786,Discount
465bc164-4c7c-4f5f-81a5-a4568f423e58,TRUE,74.50000000,Discount
e7583c22-8c4a-46b3-b531-7a3de35feaa4,TRUE,95.00000000,Discount
e1f092cb-430a-42e8-8802-8d704039dd96,TRUE,120.00000000,Discount
d9dac219-d38c-4e63-92cb-f9abe57e9295,TRUE,67.59999847,Discount
7146fc95-f5dc-420c-8e5a-e528ee881fa2,TRUE,100.00000000,Discount
90102fcc-88b3-4617-8c43-c62c00f608fe,TRUE,120.00000000,Discount
82b84bd5-fce3-417b-add3-c56dc26fc1a9,TRUE,120.00000000,Discount
3877bda4-b778-4d83-9d65-d046f78f42d2,TRUE,100.00000000,Discount
3877bda4-b778-4d83-9d65-d046f78f42d2,TRUE,100.00000000,Discount
1f645dd5-8837-4df6-87d6-6a46b9e68488,TRUE,99.98999786,Discount
99b35a4a-ae2a-4d39-a8b6-c59cba495794,TRUE,99.00000000,Discount
422c4153-493e-4ce9-b15b-6c673d149d46,TRUE,34.79999924,Discount
17227d60-c8f4-495f-a062-2acad8208dd4,TRUE,119.98999786,Discount
53294505-eaa5-4b86-a72a-8ca65890b949,TRUE,119.98999786,Discount
babd7fdf-e85f-4dff-a580-0a7805fe494a,TRUE,102.80000305,Discount
fb55ca0d-6bbf-4e6b-a6ac-5bcf60bf1a28,TRUE,79.98000336,Discount
630d414b-6e49-43f6-96bb-13b09db460e0,TRUE,119.98999786,Discount
6ae34062-3ba2-4e75-84ce-de4d4aad536b,TRUE,79.98999786,Discount
b2c8c35d-1dbc-4d27-b72f-d9fd92196c7c,TRUE,100.00000000,Discount
faff6e13-cbb7-41d6-8a0c-8addb5477a23,TRUE,23.25000000,Discount
2c215f91-a382-4b04-bfad-14a48bf4f49c,TRUE,75.00000000,Discount
997f0f88-e483-4a4e-b09f-cc8014202d58,TRUE,160.00000000,Discount
8b1ae06a-b6ae-4645-a813-4b9c1851c142,TRUE,99.98999786,Discount
63e57bae-0a15-40c5-9386-777a9c1590f0,TRUE,57.20000076,Discount
63e57bae-0a15-40c5-9386-777a9c1590f0,TRUE,68.00000000,Discount
5f2209e9-0499-4689-a83c-2f9a3d89d9e1,TRUE,79.98000336,Discount
ed58e419-f4cb-4e79-973c-ac1847e8adc0,TRUE,99.98000336,Discount
1395ac6d-a1db-4481-96f8-1e724da329fb,TRUE,74.98999786,Discount
209b1773-7b3d-4f39-ba94-b1231ea858f6,TRUE,49.99000168,Discount
a3ddf932-ec5c-4414-b690-971b5a2d1980,TRUE,100.00000000,Discount
5eaf7dfd-1e19-462f-9f7e-586d22c44526,TRUE,100.00000000,Discount
29d58ea8-0d4e-4e31-9a64-e5dd366fd33d,TRUE,100.00000000,Discount
b6218ea1-fd51-4dfe-bfba-5dae030d3894,TRUE,79.98999786,Discount
c05dc490-b9b7-4460-85bc-cccf7ccc86d7,TRUE,99.98999786,Discount
ddb49f2e-dc7f-4c82-a357-bf48bd9bc7d3,TRUE,145.19999695,Discount
e90934c6-4b95-4929-88bd-3236e0e7cfa3,TRUE,200.00000000,Discount
b3cdac31-ce3c-4240-8154-e603a36c159e,TRUE,89.50000000,Discount
66113225-1f61-40e1-b518-7047adbd3ac5,TRUE,41.40000153,Discount
7b75f3c8-26a6-4023-bcc3-3441429b24ed,TRUE,39.79999924,Discount
b4ce497a-9013-42c8-b0d7-afb431a3db3f,TRUE,125.00000000,Discount
32d04e3f-f15a-4ceb-a856-db97b7cf9838,TRUE,70.00000000,Discount
bb19af5c-ed1e-4532-8c4e-5044a2984138,TRUE,111.00000000,Discount
1002e110-2274-429d-ba3a-bc4c03969449,TRUE,119.98999786,Discount
7f15ab22-e0e7-4270-b509-04f3c004515e,TRUE,79.98999786,Discount
ff8a6c0d-f163-426f-b7c5-b69000fd20c4,TRUE,125.00000000,Discount
18833814-ee05-46a2-b091-ec6a3606f0a4,TRUE,120.00000000,Discount
eb1996d4-3eff-42ba-b730-f0167cba0d0b,TRUE,151.00000000,Discount
50e7c67f-a118-4dfc-b86d-9b56551c724e,TRUE,89.40000153,Discount
564fff58-9928-4877-99cb-f846f91bb7ce,TRUE,114.00000000,Discount
29cf3f87-b52f-4950-95da-0348792a8ca7,TRUE,120.00000000,Discount
03bfb656-69bf-4477-b72e-19a60af32c48,TRUE,120.00000000,Discount
49e55d91-353c-4b8d-949e-98126dc3eee6,TRUE,111.00000000,Discount
a76b086d-88d0-4c20-9de6-bff47f33ff00,TRUE,151.00000000,Discount
dda4ee6d-9ba8-4c78-8eca-d4fa18913ad3,TRUE,52.50000000,Discount
3bc38685-68be-4242-8b9c-e5cdfcd33e2e,TRUE,48.00000000,Discount
c116392b-996f-4802-9e98-63d21da3ce72,TRUE,100.00000000,Discount
f42c6ed1-1f35-4e00-9cd9-8586131de79d,TRUE,120.00000000,Discount
66a7f49d-d597-4bd6-add0-f5220429c475,TRUE,100.80000305,Discount
66a7f49d-d597-4bd6-add0-f5220429c475,TRUE,100.80000305,Discount
66a7f49d-d597-4bd6-add0-f5220429c475,TRUE,100.80000305,Discount
38782773-78bb-44b9-9d26-33835bafa58b,TRUE,120.00000000,Discount
280ebc1e-9fac-4485-8a5e-50cdb84e5a6e,TRUE,119.40000153,Discount
dd33f3ae-9cb4-463b-a9d3-be7a77a14a5e,TRUE,84.00000000,Discount
0ade6901-af2a-4e71-ae0f-807c4150e967,TRUE,119.98999786,Discount
0ade6901-af2a-4e71-ae0f-807c4150e967,TRUE,100.80000305,Discount
0ade6901-af2a-4e71-ae0f-807c4150e967,TRUE,119.98999786,Discount
0ade6901-af2a-4e71-ae0f-807c4150e967,TRUE,106.80000305,Discount
5b23451f-d634-4416-8fff-e86cc0f25c74,TRUE,106.80000305,Discount
0aa9e2fc-3c86-41a3-8a97-ee45715dfdc4,TRUE,119.98999786,Discount
8181e93a-ca34-4c3d-abab-01777f795bba,TRUE,85.00000000,Discount
6d9da159-8172-4324-9604-fd8c830c35a0,TRUE,89.00000000,Discount
6d9da159-8172-4324-9604-fd8c830c35a0,TRUE,89.00000000,Discount
6d9da159-8172-4324-9604-fd8c830c35a0,TRUE,99.98999786,Discount
cfb3073e-3ddd-447f-81d7-24d2d28ec1b9,TRUE,99.98999786,Discount
3113b842-3b86-44be-bdd5-e0062abed985,TRUE,90.00000000,Discount
eb635799-9cc0-44bf-90a0-b89bc753b2ad,TRUE,39.20000076,Discount
eb635799-9cc0-44bf-90a0-b89bc753b2ad,TRUE,30.79000092,Discount
7d3545be-4112-440d-8ed0-0163606a6896,TRUE,100.00000000,Discount
a5edba23-9ce4-4637-944e-d528eb9131f2,TRUE,63.20000076,Discount
0bb6f1e2-b870-495c-8438-a89b296b9a8c,TRUE,100.00000000,Discount
b3a396d0-dbf3-4f4d-86d3-8368ad0fcb29,TRUE,100.00000000,Discount
b3a396d0-dbf3-4f4d-86d3-8368ad0fcb29,TRUE,87.44999695,Discount
969bf00a-51e6-48a4-983b-8e0b390a681c,TRUE,100.00000000,Discount
4b69fa58-b65e-4543-9bbf-b9119746c259,TRUE,68.00000000,Discount
7b29aaa0-0ea0-488f-82ae-26614822e8c7,TRUE,78.00000000,Discount
ba8f9f97-aa83-45df-a837-803609cd4fbb,TRUE,63.20000076,Discount
ad977957-10eb-4b63-9a35-4ca6493547f5,TRUE,100.00000000,Discount
0d918252-4287-4567-8f63-79b0c58f46aa,TRUE,100.00000000,Discount
32ca7e12-15b7-46a9-b1de-6fc98ea8ca5b,TRUE,78.50000000,Discount
fdb174ff-8768-4947-a687-e4a25c7ff370,TRUE,79.00000000,Discount
68f3a003-f45a-474a-8802-fc15b1da0b0b,TRUE,50.00000000,Discount
9d5dad92-ac18-40b9-95a1-99b567aa67d5,TRUE,63.75000000,Discount
ace2c646-211e-484a-b426-23c32d17d694,TRUE,102.00000000,Discount
77021d61-b4f6-49b6-9fd9-910987b11b26,TRUE,119.98999786,Discount
38c17a18-10ce-46eb-b9b4-238356dea611,TRUE,41.40000153,Discount
a48b3837-a360-4770-8d1f-fb31b3b746a0,TRUE,99.00000000,Discount
13ae89d2-f074-4a7e-b452-c2397f01e864,TRUE,100.00000000,Discount
ea0cf51f-8460-4f89-a6a8-b21dd8f5be9a,TRUE,99.00000000,Discount
af770ee5-25b4-4c89-bfbb-dd1978364fa8,TRUE,99.00000000,Discount
69694b3c-b535-4bc2-a757-044efab91dbb,TRUE,100.00000000,Discount
619f68b2-cbe5-45f1-84a9-8953671dad8d,TRUE,80.00000000,Discount
c839bea3-9033-4c21-bf8b-3466a8947090,TRUE,100.00000000,Discount
3bc69173-f213-416a-8307-937ab54a081b,TRUE,78.00000000,Discount
286d2a53-8b6e-4229-bb4f-84a4ad424430,TRUE,102.00000000,Discount
286d2a53-8b6e-4229-bb4f-84a4ad424430,TRUE,125.00000000,Discount
dfb67617-ac09-4b6c-a953-168b401cd136,TRUE,119.98999786,Discount
52664f26-ae99-49fe-a33e-a3ab5f904475,TRUE,150.00000000,Discount
6863aece-d8cc-4788-a1f1-9ef92133d56d,TRUE,100.00000000,Discount
5740375d-840b-4308-aa49-6d0dffcb68c0,TRUE,100.00000000,Discount
f4e9373a-4f9a-48ff-be7e-dc3722cd75a9,TRUE,119.40000153,Discount
f711d478-1f91-4b73-9397-5700cab57c8c,TRUE,100.00000000,Discount
648aa56a-395b-470e-ac5e-e3a77c8db264,TRUE,119.98999786,Discount
cd18032d-e1c5-439a-bcad-b32ea58cf8c6,TRUE,75.00000000,Discount
fb623845-a8cf-4bf7-aa7d-2122c9e03fed,TRUE,49.97999954,Discount
d9dac219-d38c-4e63-92cb-f9abe57e9295,TRUE,84.80000305,Discount
088c6f8f-311c-4403-ab6d-3896c23b0ec9,TRUE,125.00000000,Discount
dcfbce7e-5d18-4dae-9269-f776072e7cea,TRUE,79.98999786,Discount
b40d07ee-55f0-428f-8bea-5b203a114a30,TRUE,99.98999786,Discount
5a9f6ffa-a381-426d-8eba-350eb5f490bc,TRUE,41.20000076,Discount
bb421b37-f199-4369-9c9b-5dcbe7916bb8,TRUE,100.00000000,Discount
aabb34df-d541-459e-8ac8-c52350c869b2,TRUE,40.79999924,Discount
00457cd9-0030-485f-83ab-f0ad4aaefd36,TRUE,125.00000000,Discount
d0d7e275-b106-4e01-a584-638aa6c6be48,TRUE,100.00000000,Discount
0c7d8e1c-0920-4c4f-aaae-c7f6e00b888c,TRUE,119.98999786,Discount
4636fb4c-9c95-45d3-b446-a6c1210f89a8,TRUE,120.00000000,Discount
28d4cc04-36b7-456c-b492-ed69c47f03ea,TRUE,120.00000000,Discount
f479bc71-ac76-48ba-abaf-65c169a81d6d,TRUE,99.98999786,Discount
1d7a206d-d1b1-4ab6-a556-e9948db6a68d,TRUE,100.00000000,Discount
41ae9c72-25f0-4120-b871-25a5693db415,TRUE,120.00000000,Discount
c5e41f00-2eb1-4324-9b63-9391d717916f,TRUE,100.00000000,Discount
65df5a2d-7da8-4204-ab7b-e2df91a6a271,TRUE,100.00000000,Discount
75b81b99-5858-40ba-96b8-96abc3f6abfb,TRUE,90.00000000,Discount
75b81b99-5858-40ba-96b8-96abc3f6abfb,TRUE,70.00000000,Discount
ac550a70-83d6-42ae-95a2-4317cc281cf2,TRUE,99.00000000,Discount
c66d777e-9c58-4306-9bf5-8d81c6c71daa,TRUE,93.00000000,Discount
75b81b99-5858-40ba-96b8-96abc3f6abfb,TRUE,65.00000000,Discount
75b81b99-5858-40ba-96b8-96abc3f6abfb,TRUE,90.00000000,Discount
1a1a584a-b2c6-461c-9688-608b72d3752f,TRUE,67.50000000,Discount
5c8db214-00d9-4667-8e83-ff8c11969a27,TRUE,90.00000000,Discount
5c8db214-00d9-4667-8e83-ff8c11969a27,TRUE,84.00000000,Discount
5c8db214-00d9-4667-8e83-ff8c11969a27,TRUE,84.00000000,Discount
5c8db214-00d9-4667-8e83-ff8c11969a27,TRUE,78.00000000,Discount
5c8db214-00d9-4667-8e83-ff8c11969a27,TRUE,90.00000000,Discount
5c8db214-00d9-4667-8e83-ff8c11969a27,TRUE,108.00000000,Discount
faaa6a87-b613-4f3b-820c-4cbc93662187,TRUE,108.00000000,Discount
5c8db214-00d9-4667-8e83-ff8c11969a27,TRUE,84.00000000,Discount
5c8db214-00d9-4667-8e83-ff8c11969a27,TRUE,96.00000000,Discount
f92d7f1e-390d-4e23-bdff-b38e5ee1297e,TRUE,84.00000000,Discount
f92d7f1e-390d-4e23-bdff-b38e5ee1297e,TRUE,108.00000000,Discount
916d1698-a0f8-49b1-a14e-de30bd42fc75,TRUE,95.40000153,Discount
92cd5564-2047-4971-a302-52d84cd4cef1,TRUE,90.00000000,Discount
6c8deec0-4794-4f58-8b34-4d62d3f5cd74,TRUE,84.00000000,Discount
6c8deec0-4794-4f58-8b34-4d62d3f5cd74,TRUE,108.00000000,Discount
890934e0-338a-4b29-ae0b-d77eabc48f51,TRUE,82.50000000,Discount
6c8deec0-4794-4f58-8b34-4d62d3f5cd74,TRUE,96.00000000,Discount
6c8deec0-4794-4f58-8b34-4d62d3f5cd74,TRUE,84.00000000,Discount
92cd5564-2047-4971-a302-52d84cd4cef1,TRUE,90.00000000,Discount
1badce64-b975-48ab-9420-a5965966b648,TRUE,58.50000000,Discount
92cd5564-2047-4971-a302-52d84cd4cef1,TRUE,90.00000000,Discount
58c5b17a-7667-4fcd-a18a-c1517e340ddd,TRUE,58.50000000,Discount
a5160917-f4db-4a70-8ee2-fd763426a3d9,TRUE,51.00000000,Discount
7bc543ca-2d41-488d-99e9-8d047c7da160,TRUE,75.00000000,Discount
1badce64-b975-48ab-9420-a5965966b648,TRUE,42.00000000,Discount
6c8deec0-4794-4f58-8b34-4d62d3f5cd74,TRUE,78.00000000,Discount
1badce64-b975-48ab-9420-a5965966b648,TRUE,42.00000000,Discount
6c8deec0-4794-4f58-8b34-4d62d3f5cd74,TRUE,84.00000000,Discount
6c8deec0-4794-4f58-8b34-4d62d3f5cd74,TRUE,84.00000000,Discount
6c8deec0-4794-4f58-8b34-4d62d3f5cd74,TRUE,84.00000000,Discount
92cd5564-2047-4971-a302-52d84cd4cef1,TRUE,96.00000000,Discount
6c8deec0-4794-4f58-8b34-4d62d3f5cd74,TRUE,78.00000000,Discount
9dcb5875-d8c3-451b-9ac1-4386276db719,TRUE,90.00000000,Discount
cd5c616f-d226-4d81-b7f3-04e179e34fce,TRUE,119.98999786,Discount
6c8deec0-4794-4f58-8b34-4d62d3f5cd74,TRUE,114.00000000,Discount
6c8deec0-4794-4f58-8b34-4d62d3f5cd74,TRUE,78.00000000,Discount
6c8deec0-4794-4f58-8b34-4d62d3f5cd74,TRUE,90.00000000,Discount
9dcb5875-d8c3-451b-9ac1-4386276db719,TRUE,87.00000000,Discount
6c8deec0-4794-4f58-8b34-4d62d3f5cd74,TRUE,84.00000000,Discount
6c8deec0-4794-4f58-8b34-4d62d3f5cd74,TRUE,84.00000000,Discount
